id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5
1;161 rue de bourgogne, orléans, france;bourgogne;1.912;47.9;rue de bourgogne, orléans, france;rue du faubourg de bourgogne, orléans, france;allée de bourgogne, saran, france;allée de bourgogne, chécy, france;bourgogne, tocane-saint-apre, france
0;9 rue du commandant rivière, paris, france;rivière;2.308;48.873;rue du commandant rivière, paris, france;place théodore rivière, paris, france;rue joseph rivière, courbevoie, france;rue de la rivière, le perreux-sur-marne, france;rue du commandant rivière, suresnes, france
495;la cerce, sauvigny-le-bois, france;cerce;3.967;47.497;rue de la cerce, sauvigny-le-bois, france;cerceaux, fresnay-l'évêque, france;cercennes du haut, pont-d'héry, france;rue de cercey, châtellenot, france;route de cercey, thoisy-le-désert, france
494;boulevard louison bobet, quiberon, france;bobet;-3.104;47.481;le bobet, grand-champ, france;rue louison bobet, le mans, france;allée louison bobet, villenave-d'ornon, france;allée louison bobet, levallois-perret, france;rue louison bobet, aulnay-sous-bois, france
493;29 rue sambre-et-meuse, paris, france;sambre-et-meuse;2.373;48.875;rue de sambre-et-meuse, paris, france;rue de sambre et meuse, houilles, france;avenue de sambre et meuse, gagny, france;rue sambre et meuse, le havre, france;rue sambre et meuse, berlaimont, france
492;5 rue marchand, corbeil-essonnes, france;marchand;2.467;48.604;rue marchand, corbeil-essonnes, france;rue marchand-feraoun, fleury-mérogis, france;rue marchand ferraoun, fleury-mérogis, france;allée des marchands, chilly-mazarin, france;rue des marchands, marolles-en-brie, france
491;5 rue des vieux moulins, meaux, france;moulins;2.877;48.96;rue des vieux moulins, meaux, france;grands moulins, paris, france;rue des grands moulins, france;rue des moulins, fontenay-sous-bois, france;rue des moulins gémeaux, saint-denis, france
490;20 rue jules horowitz, saint paul lès durance, france;horowitz;5.734;43.694;rue jules horowitz, grenoble, france;;;;
489;route nationale 96 quartier des vieilles tuileries, peyrolles-en-provence, france;tuileries;5.599;43.648;tuileries, forcalqueiret, france;lotissement les tuileries, marseille, france;domaine des tuileries, villeneuve-loubet, france;chemin des tuileries, meyreuil, france;quai des tuileries, paris, france
488;13 rue lagrange, paris, france;lagrange;2.348;48.851;rue lagrange, paris, france;rue léo lagrange, sainte-geneviève-des-bois, france;square léo lagrange, trappes, france;rue léo lagrange, trappes, france;rue lagrange, viry-châtillon, france
