id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5
0;9 rue du commandant rivière, 75008 paris;rivière;2.308;48.873;12 rue du commandant rivière, 75008 paris;9 rue du commandant rivière, 75008 paris;10 rue du commandant rivière, 75008 paris;8 rue du commandant rivière, 75008 paris;7 rue du commandant rivière, 75008 paris
1;161 rue de bourgogne, 45000 orléans;bourgogne;1.912;47.9;155 rue de bourgogne, 45000 orleans;153 rue de bourgogne, 45000 orleans;151 rue de bourgogne, 45000 orleans;159 rue de bourgogne, 45000 orleans;149 rue de bourgogne, 45000 orleans
494;boulevard louison bobet, 56170 quiberon;bobet;-3.104;47.481;4 boulevard louison bobet, 56170 quiberon;6 boulevard louison bobet, 56170 quiberon;2 boulevard louison bobet, 56170 quiberon;1 boulevard louison bobet, 56170 quiberon;4 rue louison bobet, 56400 auray
495;la cerce, 89200 sauvigny-le-bois;cerce;3.967;47.497;267 tuilerie de cerce, 89200 undefined;2 hameau de la cerce, 89200 undefined;6 hameau de la cerce, 89200 undefined;268 tuilerie de cerce, 89200 undefined;1 hameau de la cerce, 89200 undefined
493;29 rue sambre-et-meuse, 75010 paris;sambre-et-meuse;2.373;48.875;29 rue de sambre-et-meuse, 75010 paris;27 rue de sambre-et-meuse, 75010 paris;31 rue de sambre-et-meuse, 75010 paris;25 rue de sambre-et-meuse, 75010 paris;38 rue de sambre-et-meuse, 75010 paris
492;5 rue marchand, 91100 corbeil-essonnes;marchand;2.467;48.604;17 rue marchand, 91100 corbeil-essonnes;7 rue marchand, 91100 corbeil-essonnes;8 rue marchand, 91100 corbeil-essonnes;6 rue marchand, 91100 corbeil-essonnes;5 rue marchand, 91100 corbeil-essonnes
491;5 rue des vieux moulins, 77100 meaux;moulins;2.877;48.96;2 rue des vieux moulins, 77100 meaux;1 rue des vieux moulins, 77100 meaux;3 rue des vieux moulins, 77100 meaux;5 rue des vieux moulins, 77100 meaux;4 rue des vieux moulins, 77100 meaux
490;20 rue jules horowitz, 13115 saint paul lès durance;horowitz;5.734;43.694;5062 rue jules horowitz, 13115 undefined;20 rue jules horowitz, 13115 undefined;18 rue jules horowitz, 13115 undefined;9096 rue jules horowitz, 13115 undefined;9073 rue jules horowitz, 13115 undefined
488;13 rue lagrange, 75005 paris;lagrange;2.348;48.851;12 rue lagrange, 75005 paris;13 rue lagrange, 75005 paris;15 rue lagrange, 75005 paris;11 rue lagrange, 75005 paris;14 rue lagrange, 75005 paris
489;route nationale 96 quartier des vieilles tuileries, 13860 peyrolles-en-provence;tuileries;5.599;43.648;29 lotissement le jardin des tuileries, 13610 le puy-sainte-réparade;28 lotissement le jardin des tuileries, 13610 le puy-sainte-réparade;30 lotissement le jardin des tuileries, 13610 le puy-sainte-réparade;26 lotissement le jardin des tuileries, 13610 le puy-sainte-réparade;31 lotissement le jardin des tuileries, 13610 le puy-sainte-réparade
487;8 rue botanique, 49100 angers;botanique;-0.547;47.474;9 rue botanique, 49100 angers;11 rue botanique, 49100 angers;7 rue botanique, 49100 angers;13 rue botanique, 49100 angers;8 rue botanique, 49100 angers
486;28 rue du cardinal lemoine, 75005 paris;lemoine;2.353;48.848;28 rue du cardinal lemoine, 75005 paris;29 rue du cardinal lemoine, 75005 paris;28b rue du cardinal lemoine, undefined paris;31 rue du cardinal lemoine, undefined paris;27 rue du cardinal lemoine, undefined paris
485;55 boulevard de vaugirard, 75015 paris;vaugirard;2.317;48.841;49 boulevard de vaugirard, 75015 paris;47 boulevard de vaugirard, 75015 paris;51 boulevard de vaugirard, 75015 paris;45 boulevard de vaugirard, undefined paris;40 boulevard de vaugirard, 75015 paris
484;27 boulevard de la république, 71100 chalon-sur-saône;république;4.849;46.783;27 boulevard de la république, 71100 chalon-sur-saône;25 boulevard de la république, 71100 chalon-sur-saône;23 boulevard de la république, 71100 chalon-sur-saône;32 boulevard de la république, 71100 chalon-sur-saône;21 boulevard de la république, 71100 chalon-sur-saône
483;18 place du château, 17500 jonzac;château;-0.432;45.446;21 place du château, 17500 jonzac;20 place du château, 17500 jonzac;22 place du château, 17500 jonzac;18 place du château, 17500 jonzac;23 place du château, 17500 jonzac
482;place maurice faure, 26100 romans-sur-isère;faure;5.049;45.043;14 place maurice faure, 26100 romans-sur-isère;16 place maurice faure, 26100 romans-sur-isère;18 place maurice faure, 26100 romans-sur-isère;12 place maurice faure, 26100 romans-sur-isère;13 place maurice faure, 26100 romans-sur-isère
481;10-12 boulevard maréchal foch, 21200 beaune;maréchal foch;4.836;47.027;10 boulevard maréchal foch, 21200 beaune;12 boulevard maréchal foch, 21200 beaune;14 boulevard maréchal foch, 21200 beaune;8 boulevard maréchal foch, 21200 beaune;16 boulevard maréchal foch, 21200 beaune
480;275 route de saint antoine ginestière, 06200 nice;ginestière;7.217;43.707;348 chemin de la ginestière, 06200 nice;341 chemin de la ginestière, 06200 nice;344 chemin de la ginestière, 06200 nice;342 chemin de la ginestière, 06200 nice;338 chemin de la ginestière, 06200 nice
479;27 grand rue, 34700 lodève;grand rue;3.32;43.731;48 grand rue, 34150 gignac;39 grand rue, 34150 gignac;37 grand rue, 34150 gignac;33 grand rue, 34150 gignac;21 grand rue, 34150 gignac
478;46 rue de la balance, 84000 avignon;balance;4.806;43.952;50 rue de la balance, 84000 avignon;46 rue de la balance, 84000 avignon;48 rue de la balance, 84000 avignon;31 rue de la balance, 84000 avignon;35 rue de la balance, 84000 avignon
477;route de manosque, 84240 la bastide-des-jourdans;manosque;5.64;43.786;8 route de manosque, 84240 undefined;3 route de manosque, 84240 undefined;5 route de manosque, 84240 undefined;7 route de manosque, 84240 undefined;9 route de manosque, 84240 undefined
