id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5
0;9 rue du commandant rivière, paris, france;9 rue du commandant riv;2.308;48.873;9 rue du commandant rivière, paris, france;9 rue du commandant rivière, suresnes, france;9 rue du commandant rivière, colombes, france;9 rue du commandant rivière, flixecourt, france;9 rue du commandant rivière, doyet, france
1;161 rue de bourgogne, orléans, france;161 rue de bour;1.912;47.9;161 rue de bourgogne, orléans, france;161 rue du faubourg de bourgogne, saint-jean-de-braye, france;161 rue du bourdon blanc, orléans, france;161 rue de bourges, olivet, france;161 rue de bourges, saint-cyr-en-val, france
495;la cerce, sauvigny-le-bois, france;la ce;3.967;47.497;rue de la cerce, sauvigny-le-bois, france;allée de la cerisaie, antony, france;avenue de la cerisaie, fresnes, france;la censé, essômes-sur-marne, france;la celle, la celle-sur-nièvre, france
494;boulevard louison bobet, quiberon, france;boulevard louison bo;-3.104;47.481;boulevard louison bobet, quiberon, france;promenade louison bobet, quiberon, france;boulevard louison bobet, plougastel-daoulas, france;rue louison bobet, auray, france;rue louison bobet, saint-méen-le-grand, france
493;29 rue sambre-et-meuse, paris, france;29 rue sambre-;2.373;48.875;29 rue de sambre-et-meuse, paris, france;29 rue de sambre et meuse, houilles, france;29, rue sambre et meuse, le havre, france;29 avenue de sambre et meuse, gagny, france;29 rue de sambre et meuse, trégueux, france
492;5 rue marchand, corbeil-essonnes, france;5 rue marc;2.467;48.604;5 rue marchand, corbeil-essonnes, france;5 rue marcel paul, corbeil-essonnes, france;5 rue étienne marcel, paris, france;5 avenue marceau, paris, france;5 rue marcel aymé, soisy-sur-seine, france
491;5 rue des vieux moulins, meaux, france;5 rue des vieux mou;2.877;48.96;5 rue des vieux moulins, meaux, france;5 rue des vieux moulins, lagny-sur-marne, france;5 rue des vieux moulins, sissonne, france;5 rue des vieux moulins, warhem, france;5 rue des vieux moulins, le menil, france
490;20 rue jules horowitz, saint paul lès durance, france;20 rue jules horo;5.734;43.694;20 rue jules horowitz, grenoble, france;;;;
489;route nationale 96 quartier des vieilles tuileries, peyrolles-en-provence, france;route nationale 96 quartier des vieilles tuil;5.599;43.648;;;;;
488;13 rue lagrange, paris, france;13 rue lagr;2.348;48.851;13 rue lagrange, paris, france;13 rue lagrange, viry-châtillon, france;13 rue de l'agriculture, colombes, france;13 rue jean lagrive, athis-mons, france;13, rue de l'agriculture, sannois, france
